company_id,year,return_on_equity_pct,debt_to_equity,interest_coverage,asset_turnover,dividend_payout_ratio,financial_year,return_on_equity_pct_yoy_change,debt_to_equity_yoy_change,interest_coverage_yoy_change,asset_turnover_yoy_change,dividend_payout_ratio_yoy_change,roe_momentum,debt_momentum,interest_momentum,asset_turnover_momentum,financial_momentum_score,trend_classification
ABB,Dec 2012,22.411128284389488,0.0,,1.822491730981257,17.24137931034483,2012,,,,,,0,0,0,0,0,Declining
ABB,Mar 2014,25.12690355329949,0.0,,1.9982440737489024,12.626262626262626,2014,2.7157752689100008,0.0,,0.1757523427676455,-4.615116684082203,1,0,0,1,2,Improving
ABB,Mar 2015,24.439701173959445,0.0,,1.665938864628821,12.663755458515285,2015,-0.687202379340043,0.0,,-0.33230520912008155,0.037492832252658204,0,0,0,-1,-1,Declining
ABB,Mar 2016,21.338912133891213,0.0,121.66666666666669,1.6175742574257426,11.372549019607844,2016,-3.100789040068232,0.0,,-0.048364607203078336,-1.291206438907441,-1,0,0,0,-1,Declining
ABB,Mar 2017,19.971160778658977,0.0,199.0,1.40513068731849,11.1913357400722,2017,-1.3677513552322367,0.0,77.33333333333331,-0.21244357010725268,-0.18121327953564403,0,0,1,-1,0,Declining
ABB,Mar 2018,23.685764914353214,0.0,131.25,1.365066225165563,7.231920199501247,2018,3.7146041356942376,0.0,-67.75,-0.040064462152926916,-3.9594155405709524,1,0,-1,0,0,Declining
ABB,Mar 2019,22.41035856573705,0.0,302.5,1.2509350561033663,6.888888888888889,2019,-1.2754063486161655,0.0,171.25,-0.11413116906219667,-0.3430313106123579,0,0,1,-1,0,Declining
ABB,Mar 2020,24.39325380501851,0.071986836692719,84.11111111111111,1.153932901043135,15.177065767284992,2020,1.9828952392814614,0.071986836692719,-218.38888888888889,-0.09700215506023135,8.288176878396103,0,0,-1,0,-1,Declining
ABB,Mar 2021,26.5564950038432,0.0588009223674096,51.22222222222222,1.1223958333333333,12.301013024602025,2021,2.1632411988246893,-0.013185914325309404,-32.88888888888889,-0.03153706770980169,-2.876052742682967,1,0,-1,0,0,Declining
ABB,Mar 2022,28.33333333333333,0.0539007092198581,56.94736842105263,1.1631155303030305,9.136420525657073,2022,1.776838329490129,-0.004900213147551499,5.725146198830409,0.04071969696969724,-3.164592498944952,0,0,1,0,1,Improving
ABB,Mar 2023,29.767879548306148,0.0354454203262233,75.375,1.1740561896400352,7.6923076923076925,2023,1.4345462149728192,-0.018455288893634805,18.42763157894737,0.010940659337004721,-1.4441128333493802,0,0,1,0,1,Improving
ABB,Mar 2024,32.46823465801568,0.0224384968910516,121.08333333333331,1.1263238975544,6.078268109908409,2024,2.700355109709534,-0.013006923435171697,45.708333333333314,-0.04773229208563512,-1.6140395823992835,1,0,1,0,2,Improving
ADANIENSOL,Mar 2014,0.0,0.0,,,,2014,,,,,,0,0,0,0,0,Declining
ADANIENSOL,Mar 2015,-0.6463527239150507,8.95752539242844,1.3835616438356164,0.0113992342499129,-0.0,2015,-0.6463527239150507,8.95752539242844,,,,0,-1,0,0,-1,Declining
ADANIENSOL,Mar 2016,13.77245508982036,3.212949101796408,2.013584117032393,0.1867869913161927,0.0,2016,14.41880781373541,-5.744576290632033,0.6300224731967765,0.1753877570662798,0.0,1,1,0,1,3,Strong Improvement
